station_name,station_id,station_lat,station_lng
"MTV Hubbard St","021320",41.89,-87.68
"Public Rack - Fullerton Ave & Narragansett Ave","1011",41.92,-87.79
"Public Rack - Langley Ave & 49th St","1012",41.81,-87.61
"Public Rack - Pulaski Rd & Lake St","1013",41.885655642,-87.725922823
"Public Rack - Peterson Ave & Drake Ave","1015",41.99,-87.72
"Public Rack - Peterson Ave & Bernard Ave","1016",41.990234,-87.715634
"Public Rack - Foster Ave & Drake Ave","1017",41.98,-87.72
"Public Rack - Kostner Ave & Wrightwood Ave","1018",41.93,-87.74
"Public Rack - Kostner Ave & Diversey Ave","1019",41.93,-87.74
"Public Rack - Hamlin Ave & Madison St","1020",41.880935192,-87.720534325
"Public Rack - Pulaski Rd & Flournoy St","1021",41.872493148,-87.724954009
"Public Rack - Ewing Ave & 96th St S","1022",41.7204775,-87.5351995
"Public Rack - Brainerd Park","1023",41.73,-87.65
"Public Rack - Fairfield Ave & 63rd St","1027",41.78,-87.69
"Public Rack - Whipple St & 63rd St","1028",41.778688788,-87.699728847
"Public Rack - Maplewood Ave & 63rd St","1029",41.78,-87.69
"Public Rack - Lawndale & 63rd St","1030",41.78,-87.71
"Public Rack - Komensky Ave & 63rd St","1031",41.78,-87.72
"Public Rack - Kedvale Ave & 63rd St W","1032",41.78,-87.73
"Public Rack - Pulaski Rd & 65th St","1033",41.77,-87.72
"Public Rack - Kenneth Ave & 63rd St E","1034",41.78,-87.73
"Public Rack - Kedzie Ave & 60th St","1036",41.78515016666667,-87.70317416666667
"Public Rack - Homan Ave & 62nd Pl","1037",41.78,-87.71
"Public Rack - Kedzie Ave & 62nd Pl","1038",41.78,-87.7
"Public Rack - Kedzie Ave & 61st Pl W","1039",41.78,-87.7
"Public Rack - Talman Ave & Pershing Rd","1040",41.82,-87.69
"Public Rack - Throop St & 48t ST","1041",41.806977153,-87.657752872
"Public Rack - Laflin St &51st ST","1042",41.8,-87.66
"Public Rack - Loomis Blvd & 47th St","1043",41.81,-87.66
"Public Rack - Hoyne Ave & 51st St","1045",41.801001,-87.676773
"Public Rack - Maplewood Ave & 47th St","1047",41.81,-87.69
"Public Rack - Western Ave & 47th Pl","1048",41.81,-87.68
"Public Rack - Kedzie Ave & 54th Pl","1050",41.794539666666665,-87.703467
"Public Rack - Rockwell & Division","1052",41.9,-87.69
"Public Rack - Division St & Christiana Ave","1054",41.9,-87.71
"Public Rack - Kedzie Ave & Chicago Ave","1055",41.9,-87.71
"Public Rack - Sawyer Ave & Chicago Ave","1056",41.895525694,-87.708135128
"Public Rack - Tripp Ave & North Ave","1057",41.91,-87.73
"Public Rack - Kildare Ave & North Ave","1058",41.91,-87.73
"Public Rack - Garfield Park Conservatory","1059",41.89,-87.72
"Public Rack - Homan Ave & Lake St","1060",41.884682298,-87.711486578
"Public Rack - Central Park Ave & Fulton Blvd","1061",41.89,-87.72
"Public Rack - Kedzie Ave & Walnut St","1062",41.88585666666667,-87.70639166666666
"Public Rack - Independence Blvd & Roosevelt","1063",41.87,-87.72
"Public Rack - Homan Ave & Roosevelt","1065",41.87,-87.71
"Public Rack - St Louis Ave & Flournoy St","1066",41.87,-87.71
"Public Rack - Pulaski Rd & Grenshaw St","1067",41.8670279,-87.7254644
"Public Rack - Kedvale Ave & 26th St","1068",41.844130635,-87.727903008
"Public Rack - Komensky Ave & 26th St","1069",41.84,-87.73
"Public Rack - Lawndale Ave & 23rd St","1070",41.85,-87.72
"Public Rack - Ashland Ave & 74th St","1071",41.759627,-87.66374983333333
"Public Rack - Washington Park Ct & 51st St","1072",41.8,-87.62
"Public Rack - Pulaski Rd & 83rd St","1074.0",41.74,-87.72
"Public Rack - 82nd st & Kedzie Ave","1076.0",41.74333583333333,-87.7023555
"Public Rack - 83rd Pl & Kedzie Ave N","1077.0",41.74,-87.7
"Public Rack - 85th Pl & Pulaski Rd","1078.0",41.737378359,-87.721440554
"Public Rack - Kedzie Ave & 83rd St","1079.0",41.743247,-87.70210583333333
"Public Rack - Spaulding Ave & 71st St","1080.0",41.76442983333333,-87.7063185
"Public Rack - Rockwell Ave & 71st St","1081.0",41.76,-87.69
"Public Rack - 63rd St and Natoma Ave","1082.0",41.777940869,-87.787454724
"Public Rack - Linder Ave & 64th Pl","1084.0",41.77544868,-87.758030295
"Public Rack - 63rd Pl & Narraganssett Ave","1085.0",41.776567936,-87.782092452
"Public Rack - 63rd St and Nagle Ave","1086.0",41.78,-87.78
"Public Rack - Sayre Ave & 59th St","1087.0",41.78,-87.8
"Public Rack - Natoma Ave & 61st St","1088.0",41.78,-87.79
"Public Rack - Normandy Ave & Archer Ave","1089.0",41.79,-87.79
"Public Rack - Minuteman Park","1090.0",41.79,-87.76
"Public Rack - Mulligan Ave & 56th St","1091.0",41.79,-87.78
"Public Rack - 56th St & Mulligan Ave","1092.0",41.790475248999996,-87.779862642
"Public Rack - 61st St & Melvina Ave","1093.0",41.780847192,-87.776690125
"Public Rack - Mason Ave & Archer Ave","1094.0",41.794190168,-87.771516204
"Public Rack - Mobile Ave & Archer Ave","1095.0",41.79,-87.78
"Public Rack - Austin Ave & Archer Ave","1096.0",41.79,-87.77
"Public Rack - Meade Ave & Archer Ave","1097.0",41.794090986,-87.774046779
"Public Rack - Leland Ave & Melvina Ave","1099.0",41.965833545,-87.782221437
"Public Rack - Melvina Ave & Montrose Ave","1100.0",41.96,-87.78
"Public Rack - Menard Ave & Leland Ave","1101.0",41.96563673,-87.77236259
"Public Rack - Central Ave & Pensacola Ave","1102.0",41.960005879,-87.767178059
"Public Rack - Irving Park Rd & Menard Ave","1103.0",41.953204666666664,-87.772199
"Public Rack - Irving Park Rd & Austin Ave","1104.0",41.95,-87.78
"Public Rack - Irving Park Rd & Parkside Ave","1105.0",41.95312716666667,-87.68838
"Public Rack - Irving Park Rd & Melvina Ave","1106.0",41.952922583,-87.780720592
"Public Rack - Milwaukee Ave & Warner Ave","1107.0",41.956324816,-87.750895023
"Public Rack - Cicero Ave & Belle Plaine Ave","1108.0",41.96,-87.75
"Public Rack - Milwaukee Ave & Sunnyside Ave","1109.0",41.9625222,-87.7560059
"Public Rack - Milwaukee Ave & Culyer Ave","1110.0",41.95,-87.75
"Public Rack - Lavergne Ave & Belle Plaine Ave","1111.0",41.955328,-87.75177366666667
"Public Rack - Milwaukee Ave & Pensacola Ave","1112.0",41.959509,-87.75334816666667
"Public Rack - Irving Park Rd & Leclaire Ave","1113.0",41.95,-87.75
"Public Rack - Montrose Ave & Lavergne Ave","1114.0",41.960607,-87.7516346
"Public Rack - Milwaukee Ave & Leland Ave","1115.0",41.966111,-87.75934716666667
"Public Rack - Oak Park Ave & Foster Ave","1116.0",41.97,-87.81
"Public Rack - Nordica Ave & Higgins Ave","1117.0",41.98,-87.8
"Public Rack - Mont Clare Ave & Higgins Ave","1118.0",41.98060266666667,-87.80504483333333
"Public Rack - Central Ave & Lawrence Ave","1119.0",41.97,-87.77
"Public Rack - Milwaukee Ave & Catalpa Ave","1120.0",41.977217674,-87.769011378
"Public Rack - Milwaukee Ave & Higgins Ave","1121.0",41.97,-87.76
"Public Rack - Winona St & Elston Ave","1122.0",41.97,-87.75
"Public Rack - Milwaukee Ave & Lawrence Ave","1123.0",41.97,-87.76
"Public Rack - Lotus Ave & Lawrence Ave","1124.0",41.97,-87.76
"Public Rack - Milwaukee Ave & Kennedy Expy","1125.0",41.97,-87.76
"Public Rack - Laramine Ave & Winnemac Ave","1126.0",41.971887833333334,-87.75748066666667
"Public Rack - Karlov Ave & Lawrence Ave","1127.0",41.97,-87.73
"Public Rack - 4810 Keeler Ave","1128.0",41.97,-87.73
"Public Rack - Elston Ave & Kenneth Ave","1129.0",41.97,-87.74
"Public Rack - Elston Ave & Gunnison St","1130.0",41.968546271,-87.740617871
"Public Rack - Springfield Ave & Lawrence Ave","1131.0",41.96839883333333,-87.72561583333334
"Public Rack - Lawrence Ave & Kimball Ave","1132.0",41.97,-87.71
"Public Rack - Bernard St & Foster Ave","1133.0",41.975584865,-87.712955952
"Public Rack - Kimball Ave & Lawrence Ave","1134.0",41.97,-87.71
"Public Rack - Higgins Ave & Neva Ave","1135.0",41.98,-87.81
"Public Rack - William J Onahan Public School","1136.0",41.99,-87.79
"Public Rack - Nina Ave & Avondale Ave","1137.0",41.99,-87.8
"Public Rack - Normandy Ave & Raven St","1138.0",41.993761666666664,-87.79232
"Public Rack - Northwest Hwy & Raven St","1139.0",41.992779,-87.7996775
"Public Rack - Natoma Ave & Bryn Mawr Ave","1140.0",41.98,-87.79
"Public Rack - Holbrook St & Milwaukee Ave","1141.0",41.99,-87.78
"Public Rack - Haft Ave & Milwaukee Ave","1142.0",42.0,-87.79
"Public Rack - Mason Ave & Milwaukee Ave","1143.0",41.9857305,-87.77722466666667
"Public Rack - Miami Ave & Milwaukee Ave","1144.0",41.99138933333333,-87.78200133333333
